user_key,movie_key,date_key,time_key,rating
4,40815,20150917,40828,4
4,46578,20150917,41540,4
4,48394,20150917,40913,5
4,50872,20150917,40546,5
4,68954,20150919,194309,5
4,69844,20150917,40806,4
4,79091,20150917,41526,5
4,79132,20150919,195005,4
4,81834,20150917,40730,5
4,109487,20150919,194758,4
4,112556,20150917,40837,4
4,113741,20150917,41126,3
4,134853,20150917,41021,5
4,135518,20150917,41047,4
4,135887,20150917,41029,2
5,47,20020815,72823,5
5,175,20020815,73017,4
5,257,20020815,72515,4
5,318,20020815,72800,4
5,319,20020815,72847,4
5,337,20020815,73017,5
5,356,20020815,72847,3
5,380,20020815,72353,3
5,420,20020815,71818,2
5,527,20020815,72847,4
5,593,20020815,72743,3
5,662,20020815,72416,3
5,724,20020815,71750,2
5,778,20020815,73055,5
5,1005,20020815,72535,3
5,1097,20020815,71818,3
5,1126,20020815,72223,2
5,1147,20020815,72743,4
5,1175,20020815,73017,4
5,1193,20020815,72039,3
5,1213,20020815,72743,3
5,1220,20020815,71906,3
5,1358,20020815,72917,4
5,1370,20020815,72450,2
5,1385,20020815,72353,2
5,1466,20020815,72917,4
5,1513,20020815,72224,2
5,1721,20020815,71842,3
5,1951,20020815,71750,2
5,1961,20020815,72224,3
5,2028,20020815,72823,4
5,2571,20020815,72823,5
5,2692,20020815,73038,3
5,2762,20020815,72716,4
5,2858,20020815,72917,5
5,2959,20020815,72932,5
5,2997,20020815,72952,4
5,3160,20020815,73017,5
5,3185,20020815,72643,4
5,3841,20020815,72019,2
5,4226,20020815,72057,4
5,4563,20020815,71906,2
5,5027,20020815,72416,2
6,24,20120611,43859,4
6,47,20120611,44828,5
6,60,20120611,44052,2
6,110,20120611,44403,5
6,135,20120611,44035,2
6,170,20120611,43935,2
6,260,20120611,44849,4
6,296,20120611,44814,4
6,318,20120611,44831,5
6,356,20120611,44651,4
6,593,20120611,44841,4
6,1036,20120611,44648,3
6,1136,20120611,44808,4
6,1196,20120611,44852,4
6,1210,20120611,44855,5
6,1213,20120611,44723,4
6,1222,20120611,44707,4
6,1270,20120611,44632,4
6,1476,20120611,44133,4
6,1590,20120611,44103,4
6,1591,20120611,44214,4
6,1704,20120611,44718,4
6,1726,20120611,44531,5
6,1801,20120611,44145,4
6,1918,20120611,43733,3
6,1994,20120611,43810,3
6,2028,20120611,44823,4
6,2329,20120611,44627,5
6,2428,20120611,44152,4
6,2431,20120611,44115,4
6,2539,20120611,43759,2
6,2571,20120611,44801,5
6,2746,20120611,43916,2
6,2858,20120611,44624,5
6,2959,20120611,44701,4
6,3147,20120611,44728,3
6,3578,20120611,44711,5
6,3753,20120611,44507,5
6,4226,20120611,44803,5
6,4571,20120611,43948,2
6,4993,20120611,44749,4
6,4995,20120611,44636,3
6,5418,20120611,44641,4
6,5952,20120611,44755,5
6,7153,20120611,44752,5
6,44191,20120611,45105,5
6,50872,20120611,45234,4
6,58559,20120611,44422,5
7,1,20001118,42704,4
7,3,20001118,41633,3
7,11,20001118,50747,5
7,21,20001118,44024,2
7,25,20001118,44750,3
7,34,20001118,55039,3
7,36,20001118,55112,4
7,39,20001118,45119,2
7,62,20001118,44421,3
7,89,20001118,52215,3
7,141,20001118,51011,3
7,145,20001118,51907,3
7,150,20001118,43433,4
7,225,20001118,52503,4
7,260,20001118,40917,3
7,281,20001118,51312,4
7,296,20001118,42754,3
7,329,20001118,52047,3
7,349,20001118,51116,4
7,364,20001118,50056,4
7,367,20001118,50747,4
7,370,20001118,41607,3
7,380,20001118,50006,4
7,381,20001118,51428,3
7,450,20001118,52611,3
7,480,20001118,45307,4
7,500,20001118,50952,4
7,524,20001118,41450,3
7,527,20001118,42503,4
7,539,20001118,51528,4
7,551,20001118,41224,3
7,585,20001118,50421,3
7,587,20001118,51528,2
7,588,20001118,50934,4
7,592,20001118,45028,3
7,595,20001118,45933,3
7,597,20001118,51848,5
7,640,20001118,40834,2
7,647,20001118,45433,3
7,708,20001118,40834,3
7,720,20001118,42053,4
7,736,20001118,52611,4
7,745,20001118,41936,4
7,805,20001118,43901,4
7,919,20001118,43235,3
7,1061,20001118,51655,3
7,1073,20001118,40834,4
7,1097,20001118,43501,3
7,1101,20001118,53927,5
7,1120,20001118,50706,3
7,1129,20001118,51752,3
7,1135,20001118,54147,3
7,1148,20001118,40917,4
7,1198,20001118,42148,4
7,1242,20001118,42606,4
7,1246,20001118,53657,4
7,1270,20001118,42726,4
7,1272,20001118,45119,5
7,1282,20001118,44327,2
7,1292,20001118,43153,4
7,1307,20001118,43039,4
7,1354,20001118,50524,2
7,1356,20001118,52348,3
7,1358,20001118,54955,3
7,1374,20001118,53625,4
7,1375,20001118,51952,3
7,1376,20001118,50251,4
7,1393,20001118,43901,4
7,1457,20001118,51548,4
7,1466,20001118,44327,3
7,1485,20001118,51528,3
7,1500,20001118,43627,3
7,1541,20001118,50403,3
7,1569,20001118,51428,3
7,1580,20001118,41420,3
7,1584,20001118,55039,3
7,1608,20001118,51148,3
7,1610,20001118,43806,5
7,1617,20001118,42328,4
7,1625,20001118,43433,3
7,1645,20001118,51030,4
7,1663,20001118,44024,4
7,1674,20001118,44130,3
7,1682,20001118,43012,4
7,1693,20001118,55141,3
7,1704,20001118,54851,3
7,1711,20001118,52503,3
7,1721,20001118,45337,4
7,1747,20001118,55208,3
7,1777,20001118,45433,4
7,1784,20001118,44258,4
7,1907,20001118,51428,3
7,1923,20001118,44712,4
7,1949,20001118,43928,3
7,1957,20001118,53453,2
7,1959,20001118,54424,3
7,1960,20001118,53816,2
7,1961,20001118,43348,4
7,1965,20001118,41305,2
7,2003,20001118,54147,3
7,2011,20001118,53835,3
7,2012,20001118,51622,3
7,2024,20001118,52348,2
7,2028,20001118,54934,4
7,2046,20001118,52737,2
7,2081,20001118,50808,5
7,2100,20001118,53927,2
7,2105,20001118,54304,2
7,2109,20001118,44231,3
7,2134,20001118,54347,3
7,2137,20001118,45505,3
7,2236,20001118,43311,4
7,2240,20001118,54113,3
7,2245,20001118,53958,3
7,2259,20001118,54612,3
7,2268,20001118,55112,4
7,2294,20001118,45119,4
7,2301,20001118,53625,3
7,2353,20001118,44935,3
7,2371,20001118,51622,3
7,2424,20001118,51752,3
7,2501,20001118,43554,4
7,2565,20001118,43647,5
7,2605,20001118,52023,3
7,2641,20001118,54347,3
7,2716,20001118,43039,4
7,2739,20001118,51249,3
7,2762,20001118,42606,3
7,2779,20001118,50808,3
7,2791,20001118,41224,5
7,2792,20001118,54612,3
7,2795,20001118,53745,3
7,2804,20001118,42250,3
7,2815,20001118,40917,3
7,2858,20001118,41030,4
7,2890,20001118,55039,3
7,3006,20001118,42403,3
7,3039,20001118,53513,4
7,3087,20001118,50608,3
7,3095,20001118,42837,3
7,3101,20001118,50608,4
7,3107,20001118,51231,4
7,3160,20001118,41114,3
7,3186,20001118,50640,2
7,3244,20001118,51809,3
7,3256,20001118,51752,3
7,3298,20001118,45210,4
7,3361,20001118,44202,3
7,3396,20001118,43102,2
7,3408,20001118,41305,5
7,3441,20001118,54519,3
7,3448,20001118,50524,3
7,3450,20001118,41327,3
7,3471,20001118,43530,3
7,3513,20001118,41633,4
7,3524,20001118,54424,3
7,3534,20001118,41420,4
7,3536,20001118,42941,4
7,3552,20001118,44712,4
7,3586,20001118,53535,2
7,3591,20001118,54113,3
7,3608,20001118,50040,3
7,3623,20001118,52156,3
7,3868,20001118,41114,3
7,3869,20001118,41548,3
8,18,20110124,83208,4
8,265,20110124,83028,4
8,345,20110124,83036,5
8,515,20110124,83045,4
8,585,20110124,83101,3
8,899,20110124,83108,4
8,1186,20110124,83130,3
8,1282,20110124,83021,4
8,1293,20110124,83052,4
8,1376,20110124,83013,0
8,1449,20110124,83151,5
8,1711,20110124,83222,4
8,2359,20110124,83138,5
8,2739,20110124,83200,4
8,3471,20110124,83009,2
9,2,19960628,94519,4
9,3,19960628,95518,5
9,5,19960628,95015,3
9,6,19960628,94758,4
9,10,19960628,94238,4
9,19,19960628,94312,4
9,21,19960628,94312,3
9,22,19960628,94813,4
9,23,19960628,95139,3
9,31,19960628,94656,4
9,34,19960628,94312,4
9,36,19960628,94735,4
9,39,19960628,94339,3
9,45,19960628,94946,3
9,47,19960628,94254,5
9,48,19960628,94656,3
9,50,19960628,94339,4
9,62,19960628,94736,5
9,71,19960628,95746,3
9,105,19960628,94715,4
9,110,19960628,94254,5
9,122,19960628,95154,3
9,132,19960628,95402,2
9,145,19960628,94904,4
9,150,19960628,94107,3
9,151,19960628,94457,2
9,153,19960628,94135,4
9,161,19960628,94216,4
9,163,19960628,94834,3
9,165,19960628,94135,3
9,172,19960628,94535,2
9,179,19960628,95814,3
9,185,19960628,94238,3
9,186,19960628,94519,4
9,193,19960628,94715,1
9,196,19960628,94457,2
9,200,19960628,100159,3
9,208,19960628,94238,4
9,209,19960628,100137,3
9,216,19960628,95015,3
9,222,19960628,94926,3
9,224,19960628,94656,1
9,225,19960628,94312,4
9,227,19960628,94813,3
9,229,19960628,95502,3
9,230,19960628,94851,3
9,231,19960628,94155,3
9,233,19960628,95257,2
9,234,19960628,94946,4
9,235,19960628,94519,1
9,236,19960628,94433,3
9,237,19960628,94758,3
9,240,19960628,95918,4
9,246,19960628,94757,4
9,248,19960628,95109,3
9,252,19960628,94457,3
9,253,19960628,94238,4
9,256,19960628,94613,3
9,257,19960628,95030,4
9,259,19960628,95502,2
9,266,19960628,94358,4
9,271,19960628,95706,4
9,273,19960628,94757,3
9,276,19960628,94735,3
9,280,19960628,94926,4
9,281,19960628,95109,3
9,288,19960628,94254,3
9,289,19960628,95230,3
9,292,19960628,94216,4
9,293,19960628,94519,3
9,296,19960628,94108,5
9,315,19960628,94415,3
9,316,19960628,94155,3
9,318,19960628,94155,5
9,333,19960628,94631,3
9,337,19960628,94432,3
9,338,19960628,95048,3
9,339,19960628,94216,3
9,340,19960628,95626,3
9,344,19960628,94135,3
9,349,19960628,94135,4
9,350,19960628,94519,3
9,353,19960628,94758,3
9,355,19960628,94850,1
9,356,19960628,94358,5
9,357,19960628,94631,4
9,358,19960628,95950,3
9,361,19960628,95432,3
9,362,19960628,95212,4
9,364,19960628,94339,5
9,367,19960628,94358,3
9,368,19960628,95015,4
9,370,19960628,95109,3
9,371,19960628,95212,3
9,372,19960628,95402,3
9,376,19960628,95109,4
9,377,19960628,94457,4
9,380,19960628,94108,4
9,381,19960628,94904,3
9,382,19960628,95541,3
9,383,19960628,95244,3
9,384,19960628,100102,3
9,413,19960628,94926,3
9,416,19960628,95402,3
9,419,19960628,95343,2
9,420,19960628,94339,1
9,427,19960628,95048,1
9,431,19960628,94946,3
9,432,19960628,94415,3
9,434,19960628,94216,3
9,440,19960628,94457,3
9,442,19960628,94613,3
9,448,19960628,95857,3
9,450,19960628,95801,3
9,454,19960628,94340,4
9,457,19960628,94238,5
9,464,19960628,95656,3
9,466,19960628,95125,2
9,472,19960628,100124,3
9,474,19960628,94813,4
9,477,19960628,95030,3
9,480,19960628,94415,4
9,481,19960628,95656,5
9,485,19960628,95047,3
9,489,19960628,95603,3
9,490,19960628,95734,4
9,491,19960628,95154,4
9,493,19960628,95931,3
9,497,19960628,94946,3
9,500,19960628,94550,4
9,508,19960628,94851,4
9,509,19960628,94613,3
9,510,19960628,100102,3
9,511,19960628,100037,3
9,514,19960628,95324,3
9,515,19960628,94834,3
9,516,19960628,95734,1
9,520,19960628,95139,1
9,524,19960628,95551,4
9,527,19960628,94550,4
9,529,19960628,95230,4
9,533,19960628,95518,3
9,534,19960628,95419,3
9,536,19960628,100232,3
9,539,19960628,94631,5
9,540,19960628,95308,3
9,543,19960628,95343,4
9,544,19960628,95814,3
9,548,19960628,95641,2
9,550,19960628,95502,3
9,551,19960628,94736,3
9,553,19960628,94432,5
9,555,19960628,94631,3
9,585,19960628,94834,2
9,586,19960628,94656,3
9,588,19960628,94135,3
9,589,19960628,94433,5
9,590,19960628,94107,3
9,592,19960628,94107,4
9,593,19960628,94216,5
9,594,19960628,95125,4
9,595,19960628,94155,4
9,596,19960628,95324,4
9,597,19960628,94656,4
9,610,19960628,95015,3
9,648,19960628,95048,4
9,653,19960628,95734,4
9,733,19960628,95541,4
9,784,19960628,95846,5
10,1,20150503,171954,3
10,32,20150503,175210,4
10,47,20150503,181152,4
10,260,20150503,172405,4
10,296,20150503,173101,4
10,480,20150503,171934,3
10,541,20150503,173111,5
10,551,20150503,180319,4
10,589,20150503,172537,4
10,593,20150503,171937,4
10,745,20150503,174221,4
10,750,20150503,173124,4
10,780,20150503,175404,4
10,1036,20150503,172533,3
10,1079,20150503,172944,4
10,1089,20150503,173243,4
10,1136,20150503,174239,4
10,1148,20150503,173739,4
10,1196,20150503,172414,4
10,1198,20150503,174500,3
10,1200,20150503,172527,4
10,1201,20150503,173631,4
10,1210,20150503,172400,4
10,1214,20150503,173208,4
10,1225,20150503,174620,4
10,1240,20150503,172642,4
10,1247,20150503,173759,4
10,1270,20150503,171950,2
10,1291,20150503,172347,2
10,1517,20150503,175541,2
10,1580,20150503,175342,4
10,1968,20150503,174507,3
10,2019,20150503,174539,3
10,2134,20150503,175147,3
10,2334,20150503,174946,3
10,2353,20150503,175336,4
10,2571,20150503,171943,4
10,2628,20150503,180204,3
10,2683,20150503,175546,2
10,2716,20150503,175718,3
10,2717,20150503,175745,2
10,2746,20150503,175730,2
10,2762,20150503,181045,4
10,2959,20150503,172613,4
10,3005,20150503,174856,3
10,3087,20150503,175722,2
10,3114,20150503,180841,2
10,3578,20150503,172918,3
10,3977,20150503,175747,2
10,3996,20150503,180934,3
10,4011,20150503,172739,4
10,4275,20150503,180158,1
10,4306,20150503,180653,4
10,4367,20150503,174734,3
10,4878,20150503,173259,4
10,4886,20150503,180817,4
10,4963,20150503,181214,4
10,4993,20150503,172456,4
10,5218,20150503,180808,4
10,5418,20150503,172902,4
10,5459,20150503,175356,3
10,5903,20150503,173104,4
10,5952,20150503,174550,4
10,6377,20150503,180413,2
10,6874,20150503,172732,4
10,7153,20150503,174558,4
10,7438,20150503,173108,4
10,8360,20150503,180650,3
10,8368,20150503,172913,4
10,8372,20150503,175755,0
10,8641,20150503,175431,4
10,8644,20150503,175334,3
10,8665,20150503,172718,4
10,8874,20150503,173156,4
10,8917,20150503,180530,2
10,8961,20150503,173525,4
10,8984,20150503,181231,4
10,27831,20150503,174702,4
10,30810,20150503,175711,4
10,32587,20150503,172659,4
10,33615,20150503,180757,4
10,33679,20150503,174806,4
10,33794,20150503,172546,5
10,34150,20150503,181438,2
10,34162,20150503,175503,3
10,34405,20150503,172621,4
10,40629,20150503,181552,3
10,40815,20150503,173000,4
10,41566,20150503,180108,1
10,44022,20150503,180617,3
10,44191,20150503,173233,4
10,46976,20150503,175505,4
10,47610,20150503,181058,4
10,48774,20150503,174413,2
10,49272,20150503,173147,4
10,49530,20150503,173135,4
10,50872,20150503,180232,2
10,51255,20150503,172955,4
10,51662,20150503,174544,4
10,53121,20150503,180643,2
10,53322,20150503,181233,4
10,53464,20150503,181430,2
10,54286,20150503,172549,4
10,56174,20150503,175304,3
10,58559,20150503,172435,5
10,59315,20150503,172559,4
10,59369,20150503,172709,4
10,59784,20150503,174749,4
10,60069,20150503,172626,4
10,60072,20150503,174803,4
10,60074,20150503,175338,4
10,60684,20150503,172712,3
10,62999,20150503,180310,3
10,63113,20150503,174718,4
10,68157,20150503,174515,4
10,68358,20150503,172557,4
10,68954,20150503,172610,4
10,69278,20150503,175524,2
10,69844,20150503,172722,4
10,72998,20150503,172822,4
10,73017,20150503,174524,4
10,76175,20150503,180132,2
10,76251,20150503,172957,4
10,77561,20150503,173016,4
10,78637,20150503,180735,2
10,79091,20150503,173907,4
10,79132,20150503,172541,4
10,79293,20150503,174756,4
10,81229,20150503,173516,4
10,81834,20150503,173956,4
10,82461,20150503,175236,4
10,83613,20150503,174705,4
10,84152,20150503,173918,4
10,84772,20150503,173904,4
10,85414,20150503,175213,4
10,86332,20150503,181317,4
10,87222,20150503,174753,4
10,88125,20150503,173714,4
10,88140,20150503,181304,4
10,89745,20150503,173239,4
10,91500,20150503,172833,4
10,91529,20150503,173612,4
10,91535,20150503,173913,2
10,91542,20150503,174015,4
10,91658,20150503,173706,4
10,94018,20150503,180154,3
10,94777,20150503,175411,4
10,94864,20150503,173331,4
10,96079,20150503,173246,4
10,96610,20150503,173618,4
10,97752,20150503,175217,4
10,99114,20150503,172743,4
10,102125,20150503,172847,4
10,102445,20150503,173249,4
10,102903,20150503,181048,3
10,103228,20150503,181652,3
10,103253,20150503,173353,4
10,103335,20150503,174254,4
10,103883,20150503,174927,3
10,104841,20150503,173610,4
10,109374,20150503,174147,4
10,111362,20150503,173200,4
11,260,20161219,15313,5
11,318,20161219,15336,4
11,356,20161219,15538,4
11,541,20161219,15456,4
11,858,20161219,100439,4
11,1080,20161219,100431,5
11,1097,20161219,15706,4
11,1136,20161219,15500,5
11,1196,20161219,15315,5
11,1198,20161219,15317,4
11,1210,20161219,15325,5
11,1220,20161219,15549,4
11,1291,20161219,15333,4
11,1732,20161219,15355,4
11,2028,20161219,15519,4
11,2571,20161219,15322,5
11,2706,20161219,15400,4
11,2959,20161219,15514,4
11,4993,20161219,15503,5
11,5445,20161219,15211,3
11,5952,20161219,15148,5
11,6377,20161219,15205,4
11,6539,20161219,15158,4
11,7153,20161219,15150,5
11,48516,20161219,15613,4
11,58559,20161219,15507,4
11,60069,20161219,15600,4
11,68157,20161219,15643,4
11,79132,20161219,15530,4
11,91529,20161219,15533,4
11,99114,20161219,15603,4
11,106489,20161219,15640,4
11,112852,20161219,15630,4
11,122904,20161219,15320,4
11,134130,20161219,15703,4
11,152081,20161219,15421,4
11,160718,20161219,15257,4
12,1,19970501,173218,5
12,6,19970501,173300,5
12,9,19970501,173450,4
12,12,19970501,173450,4
12,25,19970501,173218,5
12,62,19970501,173218,1
12,63,19970501,173645,1
12,64,19970501,173645,4
12,95,19970501,173218,4
12,104,19970501,173335,3
12,112,19970501,173335,4
12,141,19970501,175724,1
12,260,19970501,173335,4
12,494,19970501,173335,3
12,626,19970501,173800,4
12,628,19970501,173401,3
12,647,19970501,173517,4
12,648,19970501,173218,1
12,653,19970501,173401,3
12,673,19970501,173517,3
12,704,19970501,173705,4
12,733,19970501,173300,5
12,736,19970501,173218,3
12,743,19970501,173425,4
12,761,19970501,173517,3
12,780,19970501,173218,4
12,784,19970501,175834,1
12,786,19970501,173335,4
12,788,19970501,173335,3
12,798,19970501,173816,5
12,802,19970501,173401,4
12,818,19970501,173704,3
12,832,19970501,173425,4
12,839,19970501,173559,5
12,849,19970501,173619,4
12,858,19970501,173517,3
12,879,19970501,173851,4
12,880,19970501,173619,4
12,886,19970501,173918,3
12,990,19970501,174000,5
12,996,19970501,173817,5
12,1059,19970501,173559,5
12,1120,19970501,173735,5
12,1210,19970501,173425,4
12,1356,19970501,173401,3
12,1363,19970501,175756,1
12,1367,19970501,173535,3
12,1391,19970501,173559,2
12,1393,19970501,173517,5
12,1429,19970501,173833,5
12,1431,19970501,173833,3
12,1438,19970501,175601,4
12,1456,19970501,175933,1
12,1459,19970501,173932,5
12,1498,19970501,174225,5
13,838,20181226,816,4
13,858,20181226,2559,4
13,1025,20200630,44733,5
13,1183,20181226,852,4
13,1197,20200630,45152,5
13,1246,20181226,2635,4
13,1873,20181226,755,4
13,2033,20200630,44705,5
13,2139,20200630,44708,5
13,2140,20200630,45008,5
13,2161,20200630,44957,5
13,2193,20200630,45022,5
13,2690,20200630,43617,5
13,2761,20200630,44723,5
13,3079,20181226,704,4
13,4306,20200630,44939,5
13,5380,20181226,938,5
13,5994,20181225,235414,5
13,5995,20181226,2638,4
13,7178,20181226,811,4
13,8833,20181226,718,4
13,27706,20200630,44834,2
13,40414,20181226,11310,5
13,44041,20181226,11233,5
13,50601,20200630,45025,4
13,54259,20200630,45049,4
13,58105,20200630,45013,4
13,68269,20200630,43900,4
13,68963,20200630,43651,4
13,71057,20200703,34152,5
13,72226,20200630,44855,5
13,73027,20181226,21205,4
13,74139,20181225,235308,5
13,74868,20181226,802,5
13,76244,20181226,20057,5
13,81845,20181226,14643,5
13,101074,20200630,44749,5
13,116797,20181226,2634,4
13,132594,20200630,44119,4
13,134130,20181226,14823,5
13,143245,20200630,44745,5
13,174685,20181226,14602,5
13,179817,20181226,14638,5
13,205076,20200630,43001,5
13,208939,20200630,44814,5
14,1,20110724,204421,2
14,2,20110725,154317,2
14,10,20110725,152837,4
14,17,20110725,154241,4
14,19,20110725,154333,0
14,32,20110725,153841,4
14,34,20110725,154009,0
14,47,20110725,151804,3
14,48,20110725,160612,2
14,50,20110725,151615,4
14,110,20110724,204425,4
14,153,20110725,151838,2
14,168,20110724,195314,5
14,185,20110725,154143,3
14,208,20110725,154110,3
14,231,20110725,153953,1
14,260,20110724,204245,4
14,266,20110725,154643,3
14,288,20110725,154219,3
14,293,20110725,153134,3
14,296,20110724,204535,4
14,316,20110725,152009,4
14,318,20110724,204922,4
14,329,20110725,154042,4
14,337,20110725,154609,3
14,344,20110725,153901,1
14,356,20110724,204631,4
14,357,20110725,154116,2
14,362,20110724,195537,2
14,364,20110725,151919,4
14,367,20110725,152213,0
14,377,20110725,151746,2
14,435,20110725,160526,0
14,480,20110725,153620,2
14,500,20110725,153950,2
14,520,20110725,155916,4
14,539,20110725,154059,3
14,551,20110725,154459,4
14,555,20110725,160516,3
14,586,20110725,154131,0
14,588,20110725,153846,4
14,589,20110724,204440,3
14,590,20110724,204912,4
14,593,20110724,204616,4
14,595,20110725,151801,3
14,597,20110725,152138,4
14,616,20110724,195528,3
14,648,20110725,153912,4
14,653,20110725,155814,4
14,736,20110725,153940,2
14,750,20110724,205133,3
14,778,20110725,154304,4
14,783,20110724,195413,3
14,788,20110725,154447,0
14,923,20110725,154632,3
14,1027,20110724,195548,5
14,1079,20110725,154516,4
14,1080,20110725,154426,4
14,1097,20110725,152119,2
14,1136,20110725,152758,4
14,1196,20110724,204757,4
14,1197,20110725,152256,4
14,1198,20110724,204612,4
14,1206,20110725,154247,4
14,1210,20110724,204224,4
14,1225,20110725,154452,4
14,1240,20110725,151947,3
14,1246,20110725,154508,4
14,1270,20110725,153907,4
14,1287,20110724,195457,3
14,1291,20110725,152453,4
14,1356,20110725,154412,4
14,1371,20110724,195426,3
14,1380,20110725,154707,4
14,1391,20110725,154624,3
14,1479,20110724,195514,4
14,1580,20110724,205019,3
14,1682,20110725,154256,4
14,1721,20110725,151720,2
14,1722,20110724,195337,4
14,1732,20110725,154541,4
14,1923,20110725,154204,1
14,2011,20110725,154534,4
14,2054,20110725,154619,0
14,2080,20110724,195440,3
14,2100,20110724,195320,0
14,2161,20110724,195428,4
14,2174,20110725,154353,2
14,2193,20110724,195504,4
14,2291,20110725,154401,4
14,2321,20110725,160605,2
14,2324,20110725,155742,4
